[4054.08, 3959.8, 3394.11, 2969.85, 2969.85, 2969.85, 2144.89, 1579.21, 1437.78, 117.85, 0.0, 259.27, 659.97, 2049.43, 3441.25, 3464.82, 3653.38, 3865.52, 4030.51, 4289.78, 4703.83, 4802.83, 4884.14, 4902.61, 4996.89, 4996.89, 5044.03, 5279.73, 5320.98]
[4313.35, 4219.07, 3653.38, 3229.12, 3229.12, 3229.12, 2404.16, 1838.48, 1697.06, 377.12, 259.27, 0.0, 400.69, 1790.16, 3181.98, 3205.55, 3394.11, 3606.24, 3771.24, 4030.51, 4444.56, 4543.55, 4624.87, 4643.33, 4737.62, 4737.62, 4784.76, 5020.46, 5061.71]
[4714.05, 4619.76, 4054.08, 3629.81, 3629.81, 3629.81, 2804.86, 2239.17, 2097.75, 777.82, 659.97, 400.69, 0.0, 1389.46, 2781.29, 2804.86, 2993.42, 3205.55, 3370.54, 3629.81, 4043.87, 4142.86, 4224.18, 4242.64, 4336.92, 4336.92, 4384.06, 4619.76, 4661.01]
[6103.51, 6009.23, 5443.54, 5019.28, 5019.28, 5019.28, 4194.32, 3628.64, 3487.22, 2167.28, 2049.43, 1790.16, 1389.46, 0.0, 1391.82, 1415.39, 1603.95, 1816.09, 1981.08, 2240.35, 2654.4, 2753.4, 2834.71, 2853.18, 2947.46, 2947.46, 2994.6, 3230.3, 3271.55]
[7495.33, 7401.05, 6835.37, 6411.1, 6411.1, 6411.1, 5586.14, 5020.46, 4879.04, 3559.1, 3441.25, 3181.98, 2781.29, 1391.82, 0.0, 23.57, 212.13, 424.26, 589.26, 848.53, 1262.58, 1361.57, 1442.89, 1461.35, 1555.63, 1555.63, 1602.78, 1838.48, 1879.73]
[7518.9, 7424.62, 6858.94, 6434.67, 6434.67, 6434.67, 5609.71, 5044.03, 4902.61, 3582.67, 3464.82, 3205.55, 2804.86, 1415.39, 23.57, 0.0, 188.56, 400.69, 565.69, 824.96, 1239.01, 1338.0, 1419.32, 1437.78, 1532.06, 1532.06, 1579.21, 1814.91, 1856.16]
[7707.46, 7613.18, 7047.5, 6623.23, 6623.23, 6623.23, 5798.28, 5232.59, 5091.17, 3771.24, 3653.38, 3394.11, 2993.42, 1603.95, 212.13, 188.56, 0.0, 212.13, 377.12, 636.4, 1050.45, 1149.44, 1230.76, 1249.22, 1343.5, 1343.5, 1390.64, 1626.35, 1667.59]
[7919.6, 7825.31, 7259.63, 6835.37, 6835.37, 6835.37, 6010.41, 5444.72, 5303.3, 3983.37, 3865.52, 3606.24, 3205.55, 1816.09, 424.26, 400.69, 212.13, 0.0, 164.99, 424.26, 838.31, 937.31, 1018.63, 1037.09, 1131.37, 1131.37, 1178.51, 1414.21, 1455.46]
[8084.59, 7990.31, 7424.62, 7000.36, 7000.36, 7000.36, 6175.4, 5609.71, 5468.29, 4148.36, 4030.51, 3771.24, 3370.54, 1981.08, 589.26, 565.69, 377.12, 164.99, 0.0, 259.27, 673.32, 772.32, 853.64, 872.1, 966.38, 966.38, 1013.52, 1249.22, 1290.47]
[8343.86, 8249.58, 7683.89, 7259.63, 7259.63, 7259.63, 6434.67, 5868.99, 5727.56, 4407.63, 4289.78, 4030.51, 3629.81, 2240.35, 848.53, 824.96, 636.4, 424.26, 259.27, 0.0, 414.05, 513.05, 594.36, 612.83, 707.11, 707.11, 754.25, 989.95, 1031.2]
[8757.91, 8663.63, 8097.94, 7673.68, 7673.68, 7673.68, 6848.72, 6283.04, 6141.62, 4821.68, 4703.83, 4444.56, 4043.87, 2654.4, 1262.58, 1239.01, 1050.45, 838.31, 673.32, 414.05, 0.0, 98.99, 180.31, 198.78, 293.06, 293.06, 340.2, 575.9, 617.15]
[8856.91, 8762.62, 8196.94, 7772.67, 7772.67, 7772.67, 6947.72, 6382.03, 6240.61, 4920.68, 4802.83, 4543.55, 4142.86, 2753.4, 1361.57, 1338.0, 1149.44, 937.31, 772.32, 513.05, 98.99, 0.0, 81.32, 99.78, 194.06, 194.06, 241.2, 476.9, 518.15]
[8938.22, 8843.94, 8278.26, 7853.99, 7853.99, 7853.99, 7029.03, 6463.35, 6321.93, 5001.99, 4884.14, 4624.87, 4224.18, 2834.71, 1442.89, 1419.32, 1230.76, 1018.63, 853.64, 594.36, 180.31, 81.32, 0.0, 18.46, 112.74, 112.74, 159.88, 395.59, 436.83]
[8956.69, 8862.41, 8296.72, 7872.46, 7872.46, 7872.46, 7047.5, 6481.81, 6340.39, 5020.46, 4902.61, 4643.33, 4242.64, 2853.18, 1461.35, 1437.78, 1249.22, 1037.09, 872.1, 612.83, 198.78, 99.78, 18.46, 0.0, 94.28, 94.28, 141.42, 377.12, 418.37]
[9050.97, 8956.69, 8391.0, 7966.74, 7966.74, 7966.74, 7141.78, 6576.09, 6434.67, 5114.74, 4996.89, 4737.62, 4336.92, 2947.46, 1555.63, 1532.06, 1343.5, 1131.37, 966.38, 707.11, 293.06, 194.06, 112.74, 94.28, 0.0, 0.0, 47.14, 282.84, 324.09]
[9050.97, 8956.69, 8391.0, 7966.74, 7966.74, 7966.74, 7141.78, 6576.09, 6434.67, 5114.74, 4996.89, 4737.62, 4336.92, 2947.46, 1555.63, 1532.06, 1343.5, 1131.37, 966.38, 707.11, 293.06, 194.06, 112.74, 94.28, 0.0, 0.0, 47.14, 282.84, 324.09]
[9098.11, 9003.83, 8438.14, 8013.88, 8013.88, 8013.88, 7188.92, 6623.23, 6481.81, 5161.88, 5044.03, 4784.76, 4384.06, 2994.6, 1602.78, 1579.21, 1390.64, 1178.51, 1013.52, 754.25, 340.2, 241.2, 159.88, 141.42, 47.14, 47.14, 0.0, 235.7, 276.95]
[9333.81, 9239.53, 8673.84, 8249.58, 8249.58, 8249.58, 7424.62, 6858.94, 6717.51, 5397.58, 5279.73, 5020.46, 4619.76, 3230.3, 1838.48, 1814.91, 1626.35, 1414.21, 1249.22, 989.95, 575.9, 476.9, 395.59, 377.12, 282.84, 282.84, 235.7, 0.0, 41.25]
[9375.06, 9280.78, 8715.09, 8290.83, 8290.83, 8290.83, 7465.87, 6900.18, 6758.76, 5438.83, 5320.98, 5061.71, 4661.01, 3271.55, 1879.73, 1856.16, 1667.59, 1455.46, 1290.47, 1031.2, 617.15, 518.15, 436.83, 418.37, 324.09, 324.09, 276.95, 41.25, 0.0]
